id,domain,concept,definition,model_answer,expected_answer,normalized_answer,consistent
269,Common Nouns,Building Material,"A building material is any substance or composite used for the construction, repair, or finishing of buildings and other structures. These materials can be natural (e.g., wood, stone, sand) or manufactured (e.g., concrete, steel, brick, glass, plastic).",yes,yes,yes,True
270,Common Nouns,Building Material,"**Building Material:**

A building material is any material, product, or component used in the construction, erection, repair, or finishing of buildings and other structures. These materials form the physical fabric and functional elements of the built environment.",yes,no,yes,False
271,Common Nouns,Electronic Device,"**Electronic Device:** A device that utilizes electronic components (such as transistors, resistors, and integrated circuits) to control, process, or transmit electrical signals or energy in order to perform a specific function.",yes,yes,yes,True
272,Common Nouns,Electronic Device,"An electronic device is an apparatus that utilizes the controlled flow of electrons, typically through semiconductor components (like transistors and integrated circuits), to perform specific functions. These functions often involve processing, storing, transmitting, or receiving information, or converting energy.",no,no,no,True
273,Common Nouns,Household Appliance,"A **household appliance** is a device or piece of equipment designed to perform a specific function within a home, typically powered by electricity or gas, to aid in daily tasks, comfort, or convenience.",yes,yes,yes,True
274,Common Nouns,Household Appliance,"A **household appliance** is a device or machine, typically electrically powered, designed to perform routine domestic functions to simplify daily life within a household. These functions commonly include cooking, cleaning, food preservation, and climate control.",no,no,no,True
275,Common Nouns,Plant,"A **plant** is a multicellular eukaryotic organism that produces its own food through photosynthesis, utilizing chlorophyll to convert sunlight into energy. Plants are typically sessile (non-motile) and possess rigid cell walls made of cellulose, often developing specialized structures such as roots, stems, and leaves.",yes,yes,yes,True
276,Common Nouns,Plant,"A plant is a multicellular organism that performs photosynthesis to produce its own food, primarily using sunlight and chlorophyll. They are typically stationary, have rigid cell walls composed of cellulose, and often develop specialized structures like roots, stems, and leaves.",no,no,no,True
277,Common Nouns,Transport Infrastructure,"**Transport Infrastructure** refers to the foundational physical facilities, structures, and systems essential for the movement of people and goods.

This includes networks like roads, railways, waterways, and air routes, along with their associated terminals and support structures such as bridges, tunnels, airports, seaports, train stations, and bus depots, all designed to facilitate efficient, safe, and reliable transportation across various modes.",yes,yes,yes,True
278,Common Nouns,Transport Infrastructure,"**Transport Infrastructure** refers to the fundamental physical facilities and networks, along with their associated operational and logistical systems, that enable the movement of people and goods.

It encompasses:
*   **Networks:** Roads, railways, waterways (canals, navigable rivers), air routes, and pipelines.
*   **Terminals and Hubs:** Airports, seaports, train stations, bus stations, intermodal freight terminals, and logistics centers.
*   **Connecting Structures:** Bridges, tunnels, and interchanges.
*   **Support Systems:** Signaling, communication networks, power supplies, and maintenance facilities necessary for their operation.

Essentially, it's the underlying framework that facilitates transportation activities.",no,no,no,True
279,Common Nouns,Weapon (Modern),"**Weapon (Modern):**

A modern weapon is any device, system, or technology designed or intended to inflict harm, injury, death, or destruction upon individuals, groups, structures, or systems, utilizing contemporary technology. This broad category includes everything from advanced firearms and explosives to complex systems like guided missiles, drones, cyber weapons, and chemical or biological agents, often characterized by increased lethality, precision, and strategic capability.",yes,yes,yes,True
280,Common Nouns,Weapon (Modern),"A modern weapon is a device or system leveraging contemporary technology and engineering, designed to inflict harm, damage, incapacitate, or destroy.

This encompasses a wide range, from firearms and explosives to guided munitions, directed energy systems, advanced military platforms, and increasingly, cyber warfare tools, primarily employed for attack, defense, deterrence, or enforcement in military, security, or law enforcement contexts.",no,no,no,True
281,Scientific Concepts,Condensation,"**Condensation** is the physical process by which a gas or vapor transforms into a liquid, typically due to cooling or an increase in pressure.",yes,yes,yes,True
282,Scientific Concepts,Condensation,"**Condensation** is the physical process by which a gas or vapor changes into a liquid state. This typically occurs when the gas cools, causing its molecules to lose energy, slow down, and come together to form liquid.",no,no,no,True
283,Scientific Concepts,Oxidation,"**Oxidation** is the **loss of electrons** by a molecule, atom, or ion, resulting in an **increase in its oxidation state**. It is one half of a redox (reduction-oxidation) reaction. Historically, the term referred specifically to reactions involving oxygen.",yes,yes,yes,True
284,Scientific Concepts,Oxidation,"**Oxidation** is the **loss of electrons** by an atom, molecule, or ion during a chemical reaction.

This process results in an **increase in the oxidation state** (or oxidation number) of the substance.

Historically, and especially in organic chemistry, oxidation was also defined as the **gain of oxygen** or the **loss of hydrogen**. It is one half of a redox (reduction-oxidation) reaction, always occurring alongside reduction.",no,no,no,True
285,Scientific Concepts,Enzyme,"**Enzyme:** An enzyme is primarily a protein (or, less commonly, an RNA molecule called a ribozyme) that acts as a biological catalyst. It speeds up the rate of specific biochemical reactions in living organisms by lowering the activation energy required for the reaction to occur, without being consumed or permanently altered in the process.",yes,yes,yes,True
286,Scientific Concepts,Enzyme,"**Enzyme:** A biological catalyst, typically a protein, that accelerates the rate of specific biochemical reactions by lowering the activation energy, without being consumed or permanently altered in the process.",no,no,no,True
287,Scientific Concepts,Neuron,"A neuron is a specialized nerve cell that serves as the fundamental unit of the nervous system, responsible for transmitting and processing information through electrical and chemical signals.",yes,yes,yes,True
288,Scientific Concepts,Neuron,"**Definition:**

A neuron is the fundamental structural and functional unit of the nervous system, specialized to transmit electrical and chemical signals (nerve impulses) throughout the body, allowing for communication and information processing.",no,no,no,True
289,Scientific Concepts,Plate Tectonics,"**Plate Tectonics** is the scientific theory that describes the large-scale motion of Earth's lithosphere, its rigid outer shell. This lithosphere is broken into several large and small segments called tectonic plates, which are in constant, slow motion, driven by convection currents within the underlying mantle. The interactions of these plates at their boundaries—colliding, separating, or sliding past each other—are responsible for most major geological phenomena, including earthquakes, volcanic activity, mountain building, and the formation of ocean trenches, thereby explaining continental drift and the continuous reshaping of Earth's surface over geological time.",yes,yes,yes,True
290,Scientific Concepts,Plate Tectonics,"**Plate Tectonics** is a scientific theory that explains how the Earth's **lithosphere** (its rigid outer layer, comprising the crust and uppermost mantle) is broken into large, rigid slabs called **tectonic plates**. These plates are in constant, slow motion, driven by convection currents in the underlying molten **mantle**. Their interactions—colliding, pulling apart, or sliding past each other—are responsible for most of Earth's major geological phenomena, including earthquakes, volcanic activity, and the formation of mountain ranges, ocean trenches, and continental drift.",no,no,no,True
291,Scientific Concepts,Acceleration,"**Acceleration** is the rate at which an object's velocity changes.

This change can be:
*   An increase in speed.
*   A decrease in speed (often called deceleration or negative acceleration).
*   A change in the direction of motion, even if the speed remains constant.

It is a vector quantity, meaning it has both magnitude and direction, and its standard unit is meters per second squared (m/s²).",yes,yes,yes,True
292,Scientific Concepts,Acceleration,"**Acceleration** is the rate at which an object's velocity changes.

This change can involve:
*   An increase in speed (speeding up)
*   A decrease in speed (slowing down, also called deceleration)
*   A change in direction, even if the speed remains constant.",no,no,no,True
293,Scientific Concepts,Diffusion,"**Diffusion** is the net movement of molecules or particles from an area of higher concentration to an area of lower concentration (down a concentration gradient), driven by their random thermal motion, until an even distribution (equilibrium) is reached.",yes,yes,yes,True
294,Scientific Concepts,Diffusion,"**Diffusion:** The net movement of particles from a region of higher concentration to a region of lower concentration, driven by their random thermal motion, until they are evenly distributed.",no,no,no,True
295,Scientific Concepts,Reflection,"Reflection primarily refers to:

1.  **Physical:** The **bouncing back** of a wave (such as light, sound, or heat) from a surface, or the resulting **image** produced (as seen in a mirror).
2.  **Mental:** **Serious thought or contemplation**, especially about past experiences, ideas, or one's own actions and feelings.",yes,yes,yes,True
296,Scientific Concepts,Reflection,"**Reflection** refers primarily to two distinct concepts:

1.  **Physical:** The bouncing back of light, sound, or heat waves from a surface, often resulting in the formation of an image (as in a mirror) or an echo.
2.  **Cognitive:** The act of deep thought, careful consideration, or introspection about past experiences, ideas, or feelings.",no,no,no,True
297,Scientific Concepts,Isotope,"Isotopes are atoms of the same element that have the same number of protons but different numbers of neutrons, resulting in different mass numbers.",yes,yes,yes,True
298,Scientific Concepts,Isotope,"**Isotope:** Atoms of the same chemical element that have the same number of protons (atomic number) but a different number of neutrons. This variation in neutron count results in different mass numbers (and thus different atomic masses) for each isotope, while their chemical properties remain largely the same.",no,no,no,True
299,Scientific Concepts,Velocity,"Velocity is the rate at which an object changes its position, specified by both its speed and its direction. It is a vector quantity.",yes,yes,yes,True
300,Scientific Concepts,Velocity,"Velocity is the rate at which an object changes its position in a specified direction. It is a vector quantity, meaning it has both magnitude (speed) and direction.",no,no,no,True
301,Scientific Concepts,Sound Wave,"A sound wave is a **longitudinal wave** that propagates through a **medium** (like air, water, or solids) by creating alternating regions of **compression** (higher pressure/density) and **rarefaction** (lower pressure/density). It **transfers energy** without transferring matter, allowing us to perceive sound.",yes,yes,yes,True
302,Scientific Concepts,Sound Wave,"A **sound wave** is a mechanical, longitudinal wave that propagates through a medium (solid, liquid, or gas) as oscillating compressions (regions of higher pressure/density) and rarefactions (regions of lower pressure/density). It is created by vibrating sources, transfers energy without transferring matter, and is perceived by the ear as sound.",no,no,no,True
303,Scientific Concepts,Heat Transfer,"**Heat Transfer** is the process of thermal energy exchange or flow between systems or objects due to a temperature difference. It occurs from a region of higher temperature to one of lower temperature and takes place through three primary modes: conduction, convection, and radiation.",yes,yes,yes,True
304,Scientific Concepts,Heat Transfer,"**Heat Transfer** is the process of thermal energy movement (or exchange) driven by a temperature difference, occurring spontaneously from a region of higher temperature to a region of lower temperature. It occurs through three primary modes: conduction, convection, and radiation.",no,no,no,True
305,Scientific Concepts,Density,"Density is a fundamental physical property that measures the amount of mass contained in a given volume.

It describes how tightly packed the matter is within a substance.

**Formula:**
$$ \text{Density} = \frac{\text{Mass}}{\text{Volume}} \quad \text{or} \quad \rho = \frac{m}{V} $$

**Common Units:** grams per cubic centimeter (g/cm³) or kilograms per cubic meter (kg/m³).",yes,yes,yes,True
306,Scientific Concepts,Density,"**Density** is a measure of how much mass is contained in a given volume. It quantifies the compactness of a substance.

**Formula:**
Density ($\rho$) = Mass (m) / Volume (V)

**Common Units:**
Grams per cubic centimeter (g/cm³) or kilograms per cubic meter (kg/m³)",no,no,no,True
307,Scientific Concepts,Chromosome,"A chromosome is a thread-like structure found in the nucleus of eukaryotic cells (or within the nucleoid region of prokaryotic cells). It is composed of DNA tightly coiled around proteins (primarily histones) and carries an organism's genetic information in the form of genes, ensuring its accurate transmission to daughter cells during cell division.",yes,yes,yes,True
308,Scientific Concepts,Chromosome,"A chromosome is a thread-like structure made of DNA tightly coiled around proteins (histones), found in the nucleus of eukaryotic cells (and as a circular structure in prokaryotes). It carries the genetic information (genes) of an organism and is essential for heredity and the accurate transmission of genetic material during cell division.",no,no,no,True
309,Scientific Concepts,Catalyst,"**Catalyst:** A substance that increases the rate of a chemical reaction by lowering its activation energy, without being consumed or permanently altered in the process.",yes,yes,yes,True
310,Scientific Concepts,Catalyst,"**Catalyst:**
A substance that increases the rate of a chemical reaction without itself being consumed or permanently altered in the process. The term is also used more broadly to describe anything that causes or accelerates a significant change, event, or process.",no,no,no,True
311,Scientific Concepts,Wave Frequency,"**Wave Frequency** is the number of complete oscillations or cycles a wave completes or passes a fixed point per unit of time. Its standard unit is the Hertz (Hz), which represents one cycle per second.",yes,yes,yes,True
312,Scientific Concepts,Wave Frequency,"**Wave frequency** is the number of complete wave cycles (or oscillations) that pass a fixed point in one second. It quantifies how rapidly a wave oscillates.

*   **Symbol:** f
*   **Unit:** Hertz (Hz), where 1 Hz means one cycle per second.",no,no,no,True
313,Social & Ethical Concepts,Accountability,"**Accountability** is the obligation to answer for one's actions, decisions, and performance, including the outcomes, and to accept the associated consequences, whether positive or negative.",yes,yes,yes,True
314,Social & Ethical Concepts,Accountability,"**Accountability** is the obligation to be answerable for one's actions and decisions, and to accept responsibility for the resulting outcomes, whether positive or negative.",no,no,no,True
315,Social & Ethical Concepts,Autonomy,"**Autonomy** is the state or condition of self-governance, allowing an individual, group, or entity to make independent decisions and act freely without external control or undue influence.",no,yes,no,False
316,Social & Ethical Concepts,Autonomy,"**Autonomy** is the capacity of an individual or entity to make independent decisions and govern themselves, free from external control or undue influence.

It signifies self-governance, self-determination, and the ability to act according to one's own will and values. This concept applies to individuals (e.g., patient autonomy), groups, or sovereign states.",no,no,no,True
317,Social & Ethical Concepts,Charity,"Charity is the voluntary act of providing help or resources (such as money, goods, or time) to those in need, driven by compassion and goodwill, and without expectation of personal gain.",yes,yes,yes,True
318,Social & Ethical Concepts,Charity,"**Charity** refers to the voluntary giving of help, typically in the form of money, goods, or time, to those in need or to support a cause, motivated by compassion and goodwill. It also commonly refers to an organization established for such philanthropic purposes, often registered as a non-profit entity to provide aid.",no,no,no,True
319,Social & Ethical Concepts,Civility,"Civility is respectful and courteous behavior in social interactions and discourse. It involves politeness, consideration for others, and a commitment to engaging constructively and reasonably, even when differing views are present, to foster mutual understanding rather than antagonism.",no,yes,no,False
320,Social & Ethical Concepts,Civility,"**Civility** is respectful and polite behavior in social interactions and public discourse, characterized by consideration for others, an avoidance of personal attacks or undue aggression, even when expressing disagreement.",no,no,no,True
321,Social & Ethical Concepts,Coercion,"**Coercion** is the act of compelling someone to do something against their free will or judgment by using threats, force, intimidation, undue pressure, or the abuse of authority.",yes,yes,yes,True
322,Social & Ethical Concepts,Coercion,"**Coercion** is the act of compelling an individual to perform an action or make a decision against their will, through the use of force, threats, intimidation, or other forms of undue pressure, thereby depriving them of genuine choice or autonomy.",no,no,no,True
323,Social & Ethical Concepts,Dignity,"Dignity is the inherent value and worth of every human being, entitling them to be treated with respect and to possess a sense of self-worth.",no,yes,no,False
324,Social & Ethical Concepts,Dignity,"Dignity is the inherent worth and value of every human being, which entitles them to respect, ethical treatment, and a fundamental recognition of their humanity.",no,no,no,True
325,Social & Ethical Concepts,Exploitation,"**Exploitation** is the act of using another person, group, or resource unjustly or selfishly for one's own gain, often by taking advantage of their vulnerability, weakness, or lack of power.",yes,yes,yes,True
326,Social & Ethical Concepts,Exploitation,"Exploitation is the act of treating someone or something unfairly in order to benefit from their work, resources, or vulnerability. It involves taking advantage of a person, group, or situation for one's own gain, often to the detriment of the exploited party.",no,no,no,True
327,Social & Ethical Concepts,Impartiality,"**Definition:** Impartiality is the principle of being objective and unbiased, making judgments or decisions without favoritism, prejudice, or personal interest. It involves treating all parties equally and fairly, based on facts, evidence, and established rules, rather than personal feelings or connections.",yes,yes,yes,True
328,Social & Ethical Concepts,Impartiality,"**Impartiality** is the principle of making decisions and judgments objectively, free from bias, favoritism, or prejudice. It involves treating all individuals or parties equally and basing assessments solely on objective criteria, facts, or merits.",no,no,no,True
329,Social & Ethical Concepts,Inclusion,"**Inclusion** is the proactive practice of ensuring all individuals, regardless of their background, identity, or differences, feel valued, respected, and supported, with equitable opportunities to participate and contribute fully.",yes,yes,yes,True
330,Social & Ethical Concepts,Inclusion,"**Inclusion** is the practice of creating an environment where all individuals, particularly those from diverse backgrounds or historically marginalized groups, feel welcome, respected, supported, and have equal opportunities to participate, contribute, and thrive.",no,no,no,True
331,Social & Ethical Concepts,Justice (Distributive),"Distributive justice refers to the fair allocation of resources, opportunities, rights, and burdens among individuals and groups within a society. It addresses the moral principles and criteria by which these should be distributed to ensure equity and social well-being.",yes,yes,yes,True
332,Social & Ethical Concepts,Justice (Distributive),"**Distributive Justice** refers to the fair allocation of resources, wealth, opportunities, benefits, and burdens among individuals or groups within a society. It addresses the principles that should govern how these are distributed to achieve a just societal outcome.",no,no,no,True
333,Social & Ethical Concepts,Legitimacy,"**Legitimacy** is the widespread belief and acceptance by the governed that a power, authority, or government's exercise of rule is rightful, just, and proper. This acceptance is typically rooted in adherence to established laws, moral principles, traditional customs, or the consent of the governed, leading to voluntary compliance and political stability.",no,yes,no,False
334,Social & Ethical Concepts,Legitimacy,"**Legitimacy** is the widespread belief and acceptance by the governed that an authority, government, or system of rule is rightful, just, and therefore entitled to exercise power. This acceptance is typically rooted in adherence to laws, custom, consent of the people, or shared moral principles.",no,no,no,True
335,Social & Ethical Concepts,Obligation,"**Obligation:** A binding requirement to do or refrain from doing something, typically imposed by law, contract, promise, moral principle, or social custom.",yes,yes,yes,True
336,Social & Ethical Concepts,Obligation,"**Definition:**
An obligation is a duty, commitment, or responsibility that legally, morally, or socially binds an individual or entity to perform or refrain from a particular act.",no,no,no,True
337,Social & Ethical Concepts,Reciprocity,"**Reciprocity** is the mutual exchange of benefits, favors, or concessions between individuals, groups, or entities. It involves responding to an action, whether positive or negative, with a similar or equivalent action.",yes,yes,yes,True
338,Social & Ethical Concepts,Reciprocity,"**Reciprocity** is the mutual exchange of something, typically actions, feelings, benefits, or obligations, often implying a return in kind or a corresponding response.",no,no,no,True
339,Social & Ethical Concepts,Responsibility (Moral),"**Moral responsibility** is the capacity of an agent to be held accountable for their actions, choices, or omissions, based on their adherence to or violation of moral principles.

This accountability typically applies when an individual acts with sufficient freedom (free will) and knowledge of the moral implications of their conduct. When morally responsible, an individual is considered deserving of moral praise or blame for their conduct.",yes,yes,yes,True
340,Social & Ethical Concepts,Responsibility (Moral),"**Moral responsibility** is the status of deserving praise, blame, credit, or fault for one's actions or inactions, based on having freely chosen them and understood their moral implications. It signifies accountability for voluntary conduct within an ethical framework.",no,no,no,True
351,Social & Ethical Concepts,Social Norm,"**Social Norm:**
Social norms are the **unwritten rules and shared expectations** within a group or society that **guide the behavior** of its members. They define what is considered appropriate, acceptable, or expected conduct, and are **maintained through social approval or disapproval**.",yes,yes,yes,True
352,Social & Ethical Concepts,Social Norm,"**Social Norm:** Unwritten rules or shared expectations within a specific group or society that guide individual behavior. They define what is considered appropriate, acceptable, or typical, and adherence often leads to social approval, while violations can result in disapproval or other informal consequences.",no,no,no,True
353,Social & Ethical Concepts,Tolerance,"**Tolerance** is the ability or willingness to accept the existence of opinions, beliefs, behaviors, or characteristics that differ from one's own, especially when one disapproves of or disagrees with them, without prejudice or persecution.

In other contexts:
*   **Technical/Engineering:** The permissible variation in a measurement, dimension, or quantity.
*   **Medical/Biological:** The capacity to endure or adapt to a substance or condition, or a diminished response to a drug after repeated exposure.",yes,yes,yes,True
354,Social & Ethical Concepts,Tolerance,"**Tolerance** has several key meanings depending on the context:

1.  **In a social or ethical context:** The ability or willingness to accept the existence of opinions, beliefs, practices, or characteristics that one dislikes or disagrees with, without prejudice, discrimination, or persecution. It embodies respect for the rights and differences of others.
2.  **In medical or biological contexts:** The capacity of the body to endure or resist the effects of a substance (e.g., a drug) or environmental factor, often with a diminished response over time requiring higher doses for the same effect.
3.  **In technical or engineering contexts:** The permissible variation from a standard or specification, indicating an acceptable range of deviation in a measurement, quantity, or quality.",no,no,no,True
355,Social & Ethical Concepts,Trustworthiness,"**Trustworthiness** is the quality of being worthy of trust. It is demonstrated by consistently acting with reliability, honesty, integrity, and competence.",no,yes,no,False
356,Social & Ethical Concepts,Trustworthiness,"**Trustworthiness** is the quality of being deserving of confidence and reliance due to one's demonstrated reliability, integrity, and competence.",no,no,no,True
357,Procedural Concepts,Audit,"An audit is an independent, systematic examination of information, records, or processes to evaluate their conformity with established criteria, providing an objective assessment or opinion.",yes,yes,yes,True
358,Procedural Concepts,Audit,"An audit is a systematic and independent examination of information, processes, or systems to determine their accuracy, validity, and compliance with established criteria. The primary purpose is to provide an objective assessment or assurance, often communicated in a formal report.",no,no,no,True
359,Procedural Concepts,Backup,"A **backup** is a copy of data, files, or an entire system, stored independently from the original, with the primary purpose of enabling restoration in the event of loss, corruption, accidental deletion, hardware failure, or disaster.",no,yes,no,False
360,Procedural Concepts,Backup,"**Backup:**

A backup is a copy of data, files, or an entire system, created and stored separately from the original source. Its primary purpose is to enable the restoration of information in the event of data loss, corruption, hardware failure, or other disasters.",no,no,no,True
361,Procedural Concepts,Calibration,"Calibration is the process of comparing a device or system's measurements or outputs against a known standard to identify and correct any deviations or inaccuracies, thereby ensuring it provides accurate, reliable, and consistent results within specified tolerances.",yes,yes,yes,True
362,Procedural Concepts,Calibration,"**Calibration** is the process of comparing a measuring instrument, system, or model against a known standard or reference. Its purpose is to verify accuracy and consistency, and to make any necessary adjustments or corrections to bring it within specified operational limits or to improve its performance.",no,no,no,True
363,Procedural Concepts,Classification,"Classification is the process of categorizing or grouping items, data, or observations into distinct classes or categories based on their shared characteristics, attributes, or features. The goal is often to organize information, identify patterns, or enable prediction.",yes,yes,yes,True
364,Procedural Concepts,Classification,"**Classification** is the process of organizing items, observations, or data points into specific, predefined categories or classes based on shared characteristics, features, or properties.

Its purpose is to structure information, identify patterns, and enable identification or prediction.",no,no,no,True
365,Procedural Concepts,Compilation,"**Compilation** is the process of converting source code, written in a high-level programming language, into executable code (such as machine code or bytecode) that a computer can directly understand and run. This transformation is performed by a program called a compiler.",yes,yes,yes,True
366,Procedural Concepts,Compilation,"**Compilation** is the process of translating human-readable source code, written in a high-level programming language, into low-level machine code or object code that a computer's processor can directly understand and execute. Performed by a program called a compiler, this transformation also includes checking the code for syntactic and semantic errors, ultimately producing an executable program.",no,no,no,True
367,Procedural Concepts,Configuration,"**Definition:** The specific arrangement or layout of interdependent elements, components, or parameters within a system, device, or setup, which defines its structure, form, or functional behavior.",yes,yes,yes,True
368,Procedural Concepts,Configuration,"**Configuration:** The specific arrangement or setup of components, elements, or parameters within a system, object, or environment, which defines its structure, state, function, or appearance.",no,no,no,True
369,Procedural Concepts,Debugging,"**Debugging** is the systematic process of identifying, analyzing, and resolving defects or errors (commonly known as bugs) in software, hardware, or a system, to ensure it operates correctly and as intended.",yes,yes,yes,True
370,Procedural Concepts,Debugging,"Debugging is the systematic process of identifying, analyzing, and removing errors (often called 'bugs') from computer programs or systems. Its goal is to ensure the software or system functions correctly and as intended, resolving unexpected behavior or incorrect results.",no,no,no,True
371,Procedural Concepts,Encryption,"**Encryption** is the process of converting readable information (plaintext) into an unreadable, coded form (ciphertext) using an algorithm and a specific key. The primary goal is to protect the confidentiality of the data, ensuring that only authorized parties possessing the correct key can decrypt it back into its original, intelligible format.",yes,yes,yes,True
372,Procedural Concepts,Encryption,"Encryption is the process of transforming readable information (plaintext) into an unreadable format (ciphertext) using an algorithm and a secret key. Its primary purpose is to protect the confidentiality of the data, ensuring that only authorized parties possessing the correct key can decrypt and access the original content.",no,no,no,True
373,Procedural Concepts,Evaluation,"**Evaluation:** The systematic assessment of the worth, quality, significance, or effectiveness of a subject (e.g., a program, project, policy, person, or product) against a set of criteria or standards, with the aim of making informed judgments, improving understanding, or guiding decisions.",yes,yes,yes,True
374,Procedural Concepts,Evaluation,"Evaluation is the systematic process of collecting and analyzing information to determine the worth, quality, significance, or effectiveness of something. Its purpose is to make informed judgments that guide decision-making, foster improvement, or ensure accountability.",no,no,no,True
375,Procedural Concepts,Execution,"The process or act of carrying out or putting into effect a plan, instruction, or task.",yes,yes,yes,True
376,Procedural Concepts,Execution,"**Execution** is the act or process of carrying out a plan, task, instruction, or strategy to achieve a desired outcome.",no,no,no,True
377,Procedural Concepts,Inspection,"**Inspection:**

A systematic and often formal examination of an item, process, system, or service to determine its conformity to specified requirements, standards, or criteria, or to assess its quality, condition, or suitability.",no,yes,no,False
378,Procedural Concepts,Inspection,"**Inspection:** A systematic examination of an item, process, service, or facility to verify its conformance to specified requirements, standards, or acceptable conditions, and to identify any defects, deviations, or non-compliance.",no,no,no,True
379,Procedural Concepts,Iteration,"**Iteration** refers to:

1.  **The act of repeating a process or sequence of operations.**
2.  **A single instance or pass through such a repeated process.** (e.g., one run of a loop in programming, one cycle of a design-build-test process).",yes,yes,yes,True
380,Procedural Concepts,Iteration,"**Iteration** refers to:

1.  **The act of repeating** a process, sequence of operations, or set of steps.
2.  **A single instance or cycle** within that repetition, often performed to refine a solution, achieve a goal, or make progress.",no,no,no,True
381,Procedural Concepts,Logging,"**Logging** is the process by which a system, application, or software component records events, messages, and data points that occur during its operation.

These records, known as logs, are stored in a designated location (e.g., a file, database, console, or remote service) for later analysis. The primary purposes of logging include debugging, troubleshooting, monitoring performance, auditing security, and tracking user activity. Each log entry typically includes a timestamp, a severity level (e.g., info, warning, error), the source of the event, and a descriptive message.",yes,yes,yes,True
382,Procedural Concepts,Logging,"**Definition:**
Logging is the process of recording events and data about the execution and behavior of a software system, application, or process during its operation. This information is typically written to a persistent storage medium (such as a file, database, or console) for later analysis, monitoring, debugging, auditing, and troubleshooting.",no,no,no,True
383,Procedural Concepts,Optimization,"**Optimization** is the systematic process of finding the most effective or favorable solution to a problem or system, typically by maximizing a desired objective (e.g., profit, efficiency) or minimizing an undesired one (e.g., cost, error), while adhering to a set of specified constraints.",yes,yes,yes,True
384,Procedural Concepts,Optimization,"**Optimization** is the process of finding the best possible solution or outcome for a given problem. This involves systematically adjusting inputs or variables to either maximize a desired objective (e.g., profit, performance, efficiency) or minimize an undesired objective (e.g., cost, time, error), all while adhering to a given set of constraints or limitations. It aims to achieve peak functionality or efficiency within a system, process, or design.",no,no,no,True
385,Procedural Concepts,Monitoring,"**Monitoring** is the systematic and ongoing process of observing, collecting, and analyzing data or information on a system, process, activity, or condition, for the purpose of tracking performance, detecting changes or deviations, assessing progress, identifying potential issues, or ensuring compliance to inform decision-making.",yes,yes,yes,True
386,Procedural Concepts,Monitoring,"**Monitoring** is the systematic and continuous process of observing, collecting data from, and analyzing the progress, status, performance, or health of a system, process, activity, or environment over time.

Its primary purpose is to detect changes, identify issues or deviations from expected norms, measure against objectives, and provide information for decision-making or timely intervention.",no,no,no,True
387,Procedural Concepts,Simulation,"**Simulation** is the imitation or representation of a real-world or hypothetical system, process, or phenomenon over time, typically using a model (often computational). Its purpose is to study, analyze, predict, or understand the system's behavior and outcomes without directly interacting with or disrupting the actual system.",no,yes,no,False
388,Procedural Concepts,Simulation,"**Simulation:** The process of imitating the operation of a real-world (or hypothetical) system, process, or phenomenon over time, often through the use of a computer model. Its primary goal is to understand, analyze, predict behavior, or test scenarios without directly manipulating the actual system, which might be impractical, dangerous, or impossible.",no,no,no,True
389,Procedural Concepts,Testing,"**Testing** is the systematic process of evaluating a system, component, or product to verify it meets specified requirements, identify defects or errors, and assess its overall quality and fitness for purpose.",yes,yes,yes,True
390,Procedural Concepts,Testing,"**Testing** is the process of evaluating a system, component, or product to identify whether it meets specified requirements, functions as expected, and to discover defects or errors.",no,no,no,True
391,Abstract Properties,Effectiveness,"Effectiveness is the degree to which an intended result or goal is achieved. It measures whether the right actions were taken to produce the desired outcome, focusing on *what* was accomplished rather than the resources consumed (efficiency).",yes,yes,yes,True
392,Abstract Properties,Effectiveness,**Effectiveness** is the degree to which something successfully produces a desired result or achieves an intended goal.,no,no,no,True
393,Abstract Properties,Efficiency (Resource),"**Efficiency (Resource)** is the optimal utilization of resources (such as time, money, labor, materials, or energy) to achieve a desired output or result, typically by maximizing productivity while minimizing waste.",yes,yes,yes,True
394,Abstract Properties,Efficiency (Resource),"**Efficiency (Resource)** refers to the optimal utilization of available resources (such as time, money, materials, energy, or labor) to achieve a desired outcome or output. It is typically measured by the ratio of output to input, aiming to maximize the output for a given input, or achieve a desired output with the least possible input, thereby minimizing waste.",no,no,no,True
395,Abstract Properties,Consistency (Behavioral),"**Consistency (Behavioral)** refers to the degree to which an individual's actions, choices, or responses are stable, predictable, and coherent over time and across similar situations. It signifies a reliable pattern of conduct that aligns with their past behavior, stated intentions, or established habits.",yes,yes,yes,True
396,Abstract Properties,Consistency (Behavioral),"**Consistency (Behavioral):** The quality of an individual's actions, decisions, and communication remaining aligned with their past behavior, stated principles, or established expectations over time and across various situations. This predictability fosters reliability and trustworthiness.",no,no,no,True
397,Abstract Properties,Clarity,"**Clarity** is the quality of being easily understood or perceived. It is characterized by a lack of ambiguity, vagueness, or confusion, enabling precise comprehension.",yes,yes,yes,True
398,Abstract Properties,Clarity,"Clarity is the quality of being easily understood, free from ambiguity, and distinct or sharp in form or meaning.",no,no,no,True
